@RELATION 'cellcycle0.names'

@ATTRIBUTE cln3-1 numeric
@ATTRIBUTE cln3-2 numeric
@ATTRIBUTE clb2-2 numeric
@ATTRIBUTE clb2-1 numeric
@ATTRIBUTE alpha0 numeric
@ATTRIBUTE alpha7 numeric
@ATTRIBUTE alpha14 numeric
@ATTRIBUTE alpha21 numeric
@ATTRIBUTE alpha28 numeric
@ATTRIBUTE alpha35 numeric
@ATTRIBUTE alpha42 numeric
@ATTRIBUTE alpha49 numeric
@ATTRIBUTE alpha56 numeric
@ATTRIBUTE alpha63 numeric
@ATTRIBUTE alpha70 numeric
@ATTRIBUTE alpha77 numeric
@ATTRIBUTE alpha84 numeric
@ATTRIBUTE alpha91 numeric
@ATTRIBUTE alpha98 numeric
@ATTRIBUTE alpha105 numeric
@ATTRIBUTE alpha112 numeric
@ATTRIBUTE alpha119 numeric
@ATTRIBUTE cdc15_10 numeric
@ATTRIBUTE cdc15_30 numeric
@ATTRIBUTE cdc15_50 numeric
@ATTRIBUTE cdc15_70 numeric
@ATTRIBUTE cdc15_80 numeric
@ATTRIBUTE cdc15_90 numeric
@ATTRIBUTE cdc15_100 numeric
@ATTRIBUTE cdc15_110 numeric
@ATTRIBUTE cdc15_120 numeric
@ATTRIBUTE cdc15_130 numeric
@ATTRIBUTE cdc15_140 numeric
@ATTRIBUTE cdc15_150 numeric
@ATTRIBUTE cdc15_160 numeric
@ATTRIBUTE cdc15_170 numeric
@ATTRIBUTE cdc15_180 numeric
@ATTRIBUTE cdc15_190 numeric
@ATTRIBUTE cdc15_200 numeric
@ATTRIBUTE cdc15_210 numeric
@ATTRIBUTE cdc15_220 numeric
@ATTRIBUTE cdc15_230 numeric
@ATTRIBUTE cdc15_240 numeric
@ATTRIBUTE cdc15_250 numeric
@ATTRIBUTE cdc15_270 numeric
@ATTRIBUTE cdc15_290 numeric
@ATTRIBUTE cdc28_0 numeric
@ATTRIBUTE cdc28_10 numeric
@ATTRIBUTE cdc28_20 numeric
@ATTRIBUTE cdc28_30 numeric
@ATTRIBUTE cdc28_40 numeric
@ATTRIBUTE cdc28_50 numeric
@ATTRIBUTE cdc28_60 numeric
@ATTRIBUTE cdc28_70 numeric
@ATTRIBUTE cdc28_80 numeric
@ATTRIBUTE cdc28_90 numeric
@ATTRIBUTE cdc28_100 numeric
@ATTRIBUTE cdc28_110 numeric
@ATTRIBUTE cdc28_120 numeric
@ATTRIBUTE cdc28_130 numeric
@ATTRIBUTE cdc28_140 numeric
@ATTRIBUTE cdc28_150 numeric
@ATTRIBUTE cdc28_160 numeric
@ATTRIBUTE elu0 numeric
@ATTRIBUTE elu30 numeric
@ATTRIBUTE elu60 numeric
@ATTRIBUTE elu90 numeric
@ATTRIBUTE elu120 numeric
@ATTRIBUTE elu150 numeric
@ATTRIBUTE elu180 numeric
@ATTRIBUTE elu210 numeric
@ATTRIBUTE elu240 numeric
@ATTRIBUTE elu270 numeric
@ATTRIBUTE elu300 numeric
@ATTRIBUTE elu330 numeric
@ATTRIBUTE elu360 numeric
@ATTRIBUTE elu390 numeric
@ATTRIBUTE class hierarchical 1/0/0/0,1/1/0/0,1/1/1/0,1/1/1/11,1/1/1/15,1/1/1/7,1/1/10/0,1/1/10/1,1/1/10/5,1/1/4/0,1/1/7/0,1/1/99/0,1/2/0/0,1/2/1/0,1/2/4/0,1/20/0/0,1/20/1/0,1/20/1/7,1/20/17/0,1/20/17/3,1/3/0/0,1/3/1/0,1/3/10/0,1/3/13/0,1/3/16/0,1/3/16/1,1/3/19/0,1/3/4/0,1/3/7/0,1/3/99/0,1/4/0/0,1/4/1/0,1/4/4/0,1/4/7/0,1/4/99/0,1/5/0/0,1/5/1/0,1/5/1/3,1/5/4/0,1/5/7/0,1/5/99/0,1/6/0/0,1/6/1/0,1/6/1/1,1/6/1/3,1/6/1/7,1/6/10/0,1/6/13/0,1/6/4/0,1/6/7/0,1/6/99/0,1/7/0/0,1/7/1/0,1/7/10/0,1/7/4/0,1/7/7/0,1/7/99/0,10/0/0/0,10/1/0/0,10/1/1/0,10/1/5/0,10/1/5/5,10/1/9/0,10/1/9/11,10/1/99/0,10/5/0/0,11/0/0/0,11/1/0/0,11/10/0/0,11/10/3/0,11/7/0/0,11/7/1/0,11/7/99/0,11/99/0/0,13/0/0/0,13/1/0/0,13/1/1/0,13/1/1/1,13/1/1/3,13/1/1/99,13/1/3/0,13/1/3/1,13/1/3/3,13/1/3/5,13/1/3/99,13/11/0/0,13/11/3/0,13/11/3/13,13/11/3/1,13/11/3/7,14/0/0/0,14/1/0/0,14/1/3/0,14/1/3/99,14/10/0/0,14/10/2/0,14/10/2/1,14/20/0/0,14/4/0/0,14/4/3/0,14/4/3/1,14/4/3/3,14/4/3/5,2/0/0/0,2/1/0/0,2/10/0/0,2/11/0/0,2/11/5/0,2/11/99/0,2/13/0/0,2/16/0/0,2/19/0/0,2/22/0/0,2/25/0/0,2/7/0/0,2/99/0/0,29/0/0/0,29/99/0/0,3/0/0/0,3/1/0/0,3/1/3/0,3/1/5/0,3/1/5/1,3/1/9/0,3/1/9/5,3/3/0/0,3/3/1/0,3/3/1/3,3/3/2/0,3/3/3/0,3/3/4/0,3/3/4/3,3/3/4/5,3/99/0/0,30/0/0/0,30/1/0/0,30/10/0/0,30/10/3/0,30/16/0/0,30/19/0/0,30/2/0/0,30/22/0/0,30/25/0/0,30/3/0/0,30/4/0/0,30/7/0/0,30/8/0/0,30/9/0/0,30/99/0/0,4/0/0/0,4/1/0/0,4/1/1/0,4/1/4/0,4/1/99/0,4/3/0/0,4/3/1/0,4/3/3/0,4/3/6/0,4/3/99/0,4/5/0/0,4/5/1/0,4/5/1/1,4/5/1/4,4/5/5/0,4/5/5/1,4/5/5/5,4/5/99/0,4/7/0/0,4/99/0/0,40/0/0/0,40/1/0/0,40/10/0/0,40/10/3/0,40/16/0/0,40/19/0/0,40/2/0/0,40/22/0/0,40/25/0/0,40/27/0/0,40/3/0/0,40/30/0/0,40/4/0/0,40/5/0/0,40/7/0/0,40/8/0/0,40/9/0/0,40/99/0/0,5/0/0/0,5/1/0/0,5/10/0/0,5/4/0/0,5/4/1/0,5/4/2/0,5/7/0/0,5/99/0/0,6/0/0/0,6/1/0/0,6/10/0/0,6/13/0/0,6/13/1/0,6/13/1/1,6/13/4/0,6/13/4/2,6/13/99/0,6/4/0/0,6/7/0/0,6/7/1/0,6/7/11/0,6/7/2/0,6/7/3/0,6/7/4/0,6/7/99/0,6/99/0/0,62/0/0/0,62/2/0/0,62/2/5/0,63/0/0/0,63/1/0/0,63/9/0/0,67/0/0/0,67/1/0/0,67/1/1/0,67/10/0/0,67/11/0/0,67/13/0/0,67/16/0/0,67/19/0/0,67/28/0/0,67/4/0/0,67/4/1/0,67/4/1/1,67/4/1/2,67/4/7/0,67/50/0/0,67/50/22/0,67/50/25/0,67/50/99/0,67/7/0/0,67/7/99/0,67/99/0/0,8/0/0/0,8/1/0/0,8/10/0/0,8/13/0/0,8/16/0/0,8/19/0/0,8/22/0/0,8/4/0/0,8/7/0/0,8/99/0/0

@DATA
-0.42,-0.34,-0.42,0.31,-0.26,-0.5,-0.06,-0.14,0.21,-0.08,0.32,-0.01,0.08,0,-0.12,0.08,0.06,-0.06,0.11,0.11,0.17,0.11,-0.06,-0.15,-0.03,0.11,-0.06,0.41,-0.67,0.29,-0.08,0.3,-0.19,0.23,-0.01,0.06,-0.17,0.07,0.11,0.27,?,-0.29,-0.29,0.14,-0.06,0.11,0,-0.17,0.21,-0.2,0.26,-0.73,-0.04,0.21,-0.2,0.75,-0.14,0.06,-0.04,-0.21,?,0.05,0.2,-0.6,-0.27,-0.48,-0.07,-0.19,0.06,-0.08,0.23,0.49,0.33,0.06,0.16,0.24,0.11,40/7/0/0@40/8/0/0@8/7/0/0 %  ytyal042w
0,-0.3,-0.51,-0.18,0,0.03,0.05,-0.14,-0.09,-0.16,0.27,-0.05,0.24,0.09,0.23,-0.42,0.05,-0.16,0.17,0.12,-0.16,-0.05,?,0.13,-0.02,0.14,0.21,-0.74,0.12,0.4,0.08,0.17,-0.25,-0.04,-0.12,-0.02,-0.09,0.16,0.28,-0.05,0.31,0.17,0.27,-0.41,-0.32,-0.36,0.09,-0.35,-0.13,-0.25,0.32,-0.48,-0.08,0.4,0.12,0.73,0.08,-0.15,-0.11,?,-0.02,-0.25,0.09,0.04,-0.06,-0.19,0.42,0.1,-0.07,0.27,-0.12,0.08,-0.24,-0.44,0.19,-0.33,0.35,4/3/3/0@4/5/5/0@40/10/0/0 %  ytyal043c
0.08,-0.45,-0.71,-0.36,-0.2,-0.67,0.29,-0.23,0.05,-0.26,0.22,-0.08,0.18,-0.05,0.59,0.05,-0.09,-0.16,0.14,0.22,-0.01,0.01,?,0.27,0.26,-0.11,-0.13,0.03,-0.04,0.02,-0.3,0.03,-0.38,0.02,-0.09,-0.16,0.29,0.02,-0.14,-0.21,-0.08,0.46,0.2,0.18,-0.01,-0.13,-0.26,0.17,0.46,-0.19,-0.14,-0.35,0.1,-0.22,-0.15,0.37,-0.05,-0.02,0,0.19,?,0.18,-0.09,-0.05,-0.01,-0.4,-0.05,0.17,-0.01,-0.24,0.11,0.44,0.31,0.09,-0.21,-0.12,-0.03,3/3/1/0 %  ytyal047c
1.02,-1.25,-0.22,?,0,0.29,0.25,0.27,0.2,0.07,0.27,0.23,0.02,-0.36,-0.2,-0.32,0.17,-0.66,0.08,-0.18,-0.26,0.14,-0.37,-0.13,-0.22,-0.33,0.77,-0.75,-0.37,-0.51,0.66,-0.44,0.6,-0.55,0.92,-1.06,0.67,?,0.84,-0.75,0.67,0.72,1.36,-0.6,-0.44,-0.68,1.33,-0.29,0.2,0.08,-0.06,-0.42,-0.2,-0.39,-0.36,0.56,-0.04,0.18,0,-0.23,-0.38,?,?,-1.5,0.41,-0.5,-0.22,-1.35,-1.39,-0.39,0.68,1.11,0.77,-0.33,0.85,1.17,0.68,1/5/1/0@2/99/0/0@30/1/0/0@40/16/0/0@40/19/0/0 %  ytyal054c
-0.81,-0.79,-0.14,0.03,0.12,-0.73,-0.9,-0.32,0.03,0.19,0.31,0.23,0.1,0.36,-0.34,0.24,-0.07,0.06,-0.23,0.36,0.16,0.44,1.2,1.32,0.74,0.07,0.27,-0.06,0.07,0.15,-0.53,-0.04,0.12,-0.25,-0.27,-0.67,-0.31,?,-0.15,-0.07,-0.19,0.28,-0.25,-0.24,-0.71,-0.48,-0.81,0.39,0.71,-0.18,0.21,-0.15,0.51,0.22,-0.19,0.36,-0.34,-0.28,-0.43,?,0.18,-0.21,0.04,-0.88,-0.08,?,-0.08,1.2,0.58,0.02,0.12,-0.08,-0.06,0.16,-0.48,-0.41,-0.01,30/1/0/0 %  ytyal059w
-0.34,-1.12,-0.67,0.24,-0.39,0.97,0.28,-0.06,-0.29,-0.53,-0.27,-0.31,-0.25,0.34,0.05,0.07,-0.27,-0.17,0.02,0.37,0.26,0.19,-0.85,-0.41,-0.64,-0.56,0.53,-0.73,0.42,-0.6,0.43,-0.37,0.61,-0.39,0.73,-0.56,0.61,?,0.29,-0.68,0.35,0.36,1.49,-0.03,-0.03,0.03,-0.18,-0.43,-0.1,-0.38,-0.36,-0.12,-0.16,-0.12,0.09,0.91,0.35,0.25,0.19,0.22,-0.06,-0.25,0.15,1.57,0.13,?,0.67,-0.61,-0.71,-0.85,-0.29,-0.09,-0.68,-1.39,0.5,0.68,1.07,1/5/1/0@2/16/0/0 %  ytyal061w
-0.89,-0.94,0.77,-0.04,0,-0.03,0,0.05,-0.13,-0.32,0.04,-0.08,-0.29,0.15,-0.15,0.27,0.1,-0.29,0,0.6,0.15,-0.04,?,?,?,-0.27,0.53,-0.51,0.2,-0.27,0.41,-0.33,0.07,-0.38,-0.07,-0.27,0.02,?,0,-0.31,0.66,0.33,0.49,-0.3,?,?,1.61,1.46,1.3,0.46,0.72,-0.03,-0.05,-0.43,-0.34,-0.43,-0.48,-0.38,-0.43,-0.03,-1.24,-0.57,-1.16,1.03,0.25,?,0.5,-0.06,-0.26,0.02,-0.26,-0.11,-0.08,-0.76,-0.12,-0.09,-0.08,1/1/10/1@1/2/1/0@30/1/0/0 %  ytyal062w
-0.15,-1.25,?,0.07,0.01,0.07,0.17,?,-0.1,0.08,0.64,0.39,0.33,-0.18,-0.54,-0.2,-0.04,-0.54,0.29,-0.46,0.06,0.03,-0.48,0.24,1.09,1,1.83,-0.66,0.25,-1.1,-0.1,-0.58,0.04,?,0.99,-0.48,1.05,-0.87,0.58,-1.18,0.61,0.1,0.47,-1.26,-0.9,-0.63,0.53,-0.08,-0.25,1.95,2.39,1.68,0.38,-0.19,-0.51,-0.02,-1.02,-0.83,0.08,-1.66,-0.37,-1.83,-0.25,-0.2,0.05,0.03,0.29,0.32,0.09,0.14,-0.05,0.14,-0.16,0.12,-0.09,-0.29,-0.39,67/4/7/0@67/99/0/0 %  ytyal067c
-1.29,-0.64,0.21,0.07,0,0.39,0.06,-0.2,-0.33,-0.63,-0.3,-0.21,0.51,0.13,-0.12,0.09,-0.23,-0.01,0.17,0.46,0.17,0.04,?,?,?,-0.64,-0.35,-0.53,0.39,-0.06,0.29,-0.05,-0.3,-0.25,-0.05,-0.18,-0.02,?,-0.04,0.09,0.56,0.49,0.39,0.25,?,?,-0.13,-0.29,0.38,0.41,0.63,-0.15,0.21,0.11,-0.36,0.05,-0.34,-0.15,-0.13,?,-0.05,-0.22,0.04,-0.13,0.07,?,0.09,0.25,-0.5,-0.21,-0.04,0.02,0.26,-0.02,0.34,-0.01,-0.14,1/3/1/0 %  ytyar015w
0.26,-0.29,0.03,0.57,0.18,0.03,0,0.26,-0.1,0.05,0.28,0.28,0.4,-0.3,-0.2,-0.07,-0.02,-0.16,0.07,-0.14,-0.2,-0.36,?,?,-0.49,-0.44,0.25,-0.7,0.34,-0.04,0.51,-0.33,0.13,-0.12,-0.02,0.1,0.37,?,0.15,-0.39,0.8,0.03,0.35,-0.49,?,?,0.55,-0.29,-0.29,-0.01,0.13,-0.81,-0.21,0.29,0.16,0.45,0.17,0.25,0.17,-0.61,0.04,?,?,0.62,0.15,0,0.15,0.03,-0.38,-0.02,-0.19,-0.41,0.31,-0.13,-0.06,-0.25,0.19,3/3/1/0 %  ytyar019c
1.56,0.96,-0.38,-0.34,-0.04,-0.28,0.17,-0.26,0.12,-0.17,0.04,0.3,-0.04,0.21,0.04,0.27,-0.23,-0.02,-0.04,0.15,-0.1,-0.1,?,0.23,-0.02,0.05,0.22,0.14,-0.28,0.41,0.04,0.19,-0.56,-0.06,-0.23,0.11,-0.36,0.05,0.15,-0.23,0.14,0.33,-0.08,0.33,-0.23,-0.34,1.01,-0.38,-0.5,0.44,-0.76,-2.08,0.01,-0.27,0.38,0.62,0.92,0.5,0.01,0.87,0.31,-1.08,0.01,0.37,-0.12,-0.63,-0.33,-0.4,-0.18,-0.33,-0.17,0.37,0.32,0.07,0.65,-0.05,0.43,1/6/1/0 %  ytyar042w
1.3,1.47,-0.3,-0.51,-1.61,-2.55,-1.09,-0.55,0.98,1.14,0.9,0.43,-0.41,-0.38,-1.18,-0.16,0.77,1.27,1.17,1.3,0.05,-0.09,-1.29,-0.83,1.26,1.49,1.03,0.13,-0.64,-1.33,-1.91,-1.12,-0.31,1.11,1.24,1.79,1.33,0.85,0.3,0.06,-0.44,-1.15,-0.83,-0.81,-0.19,0.28,-0.82,-1.21,0.32,0.46,0.96,-0.53,0.09,-0.28,-0.78,-0.09,0.3,?,0.15,0.43,0.85,0.3,-0.14,-1.63,-0.68,0.04,-0.94,-0.34,0.43,0.55,1.03,0.81,0.54,0.39,0.45,-0.06,-0.59,4/5/1/4@40/10/3/0 %  ytybl003c
0.43,0.08,-0.32,0.01,-0.48,-0.51,0.08,0.07,0,0.04,0.1,0,-0.05,0.12,-0.24,0.21,-0.16,0,0,0.47,0.32,0.04,0.28,0.27,-0.1,-0.02,0,0.17,-0.37,-0.16,-0.34,-1.83,0.1,1.1,-0.06,0.92,0.06,0.39,0.11,0.11,-0.02,0.17,0.79,0.22,0.18,-1.98,-0.74,-0.08,0.19,-0.25,0.27,-0.04,0.22,0.03,-0.01,0.07,0.12,-0.07,0.12,0.25,?,0.12,-0.2,-0.83,-0.77,-0.51,-0.56,-0.31,0.25,0.13,0.56,0.45,0.44,0.12,0.37,0.58,0.08,67/99/0/0 %  ytybl011w
0.3,?,?,-0.3,-0.24,0.26,0.07,-0.11,-0.17,-0.11,-0.15,0.36,-0.15,0.19,-0.22,0.04,-0.28,0.13,-0.13,-0.13,0.26,0.37,0.17,0.26,0.38,-0.25,1.07,-0.39,0.4,-0.02,0.21,-0.49,-0.02,?,-0.39,0.16,0.04,-0.88,-0.18,0.4,0.36,-0.2,0.94,-0.68,-0.46,-0.44,1.29,-1.03,0.29,0.55,-1.03,?,?,?,-2.03,?,?,?,?,?,?,1.67,0.29,-0.2,-0.2,-0.22,-0.26,-0.28,0.18,-0.12,0.45,0.28,0.02,-0.09,0.31,-0.12,0.27,4/3/6/0@40/16/0/0 %  ytybl013w
0.21,-0.34,-0.45,-0.01,-0.01,-0.7,-0.34,-0.45,-0.25,0,0.29,0.41,-0.05,0.05,-0.23,0.12,-0.08,0.37,-0.1,0.1,0.48,0.38,?,0.62,?,-0.1,0.34,-0.24,0.39,0.1,0.07,-0.15,?,0.09,0.03,-0.1,0.13,-0.1,-0.05,-0.59,0.34,0.44,0.09,-0.53,-0.28,-0.53,0.02,0.24,-0.23,-0.18,0.39,-0.13,0.27,0.13,0,-0.1,-0.14,-0.13,-0.04,?,-0.02,0.07,-0.17,-0.46,-0.15,-0.21,0.27,0.27,0.41,-0.07,-0.09,0.04,0.19,-0.13,-0.07,0.06,-0.09,4/1/1/0@40/10/0/0 %  ytybl014c
0.83,-0.76,-0.22,1.14,-0.26,-0.04,0.06,-0.2,-0.01,0.03,-0.01,-0.18,-0.18,0.41,-0.2,0.32,0.2,0.08,-0.04,0.4,-0.42,0.03,-0.85,-0.31,-0.54,-0.3,0.73,-0.68,0.42,-0.68,0.43,-0.11,0.32,-0.46,0.15,-0.25,0.79,?,-0.06,-0.56,0.42,0.69,1.18,-0.21,-0.14,0.02,0.24,-0.65,-0.22,0.06,0.51,-0.12,-0.33,-0.11,0,0.32,0.23,0.23,0.16,?,-0.17,-0.21,0.04,-0.82,-0.17,-0.16,-0.11,-0.76,-0.54,-0.31,0.57,0.66,0.41,-0.16,0.52,0.66,0.21,1/6/10/0@14/4/3/5@40/3/0/0 %  ytybl015w
0.36,-0.49,-0.1,0.21,-0.34,-0.27,-0.06,0.21,-0.48,0.29,0.15,0.33,-0.04,0.35,-0.46,0.24,0.13,-0.06,-0.67,0.47,-0.13,0.33,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.77,?,?,-0.77,?,?,-0.25,-0.09,0.34,-0.01,0.16,-0.11,-0.22,0.02,-0.22,-0.09,-0.01,0.04,-0.02,?,0.01,0.27,0.17,-0.53,-0.13,-0.2,0.04,0.08,-0.01,0.22,0.23,0.05,0.08,0.04,0.12,-0.36,0.37,4/5/1/4@40/10/0/0 %  ytybl021c
0.29,-0.38,0.51,1.18,-0.32,-0.24,0.31,0.11,-0.67,-1.01,-0.56,0.13,0.33,1.08,0.61,0.69,0.14,-0.39,-0.67,0.22,-0.37,0.6,0.09,0.22,-0.5,-0.97,-0.47,-0.64,0.79,0.13,1,-0.05,0.33,-0.41,0.04,-0.5,0.22,?,0.13,-0.31,0.23,1.01,0.73,-0.27,-0.04,-0.79,-1.04,0.13,0.51,-0.44,-0.88,-0.32,0.21,0.95,1.07,0.47,0.38,0.01,-0.13,-0.78,-0.13,?,?,-0.91,-0.6,0.09,0.34,0.17,0.21,0.29,0.28,0.11,0.31,0.13,0.25,-0.62,-0.05,3/1/3/0@40/10/0/0@40/3/0/0 %  ytybl023c
-0.54,-0.29,-0.04,-0.27,0.17,-0.31,-0.22,-0.61,0.05,-0.18,0.19,0.16,0.15,-0.1,0.08,-0.02,-0.01,-0.01,0.08,0.46,-0.12,0.25,?,?,?,-0.19,0.62,-0.22,0.67,-0.31,0.22,-1.78,-0.03,-0.42,0.16,-0.01,0.24,?,0.33,-0.04,0.17,0.69,0.17,-0.28,?,?,0.26,-0.3,-0.21,-0.17,0.57,-0.14,0.28,0.16,-0.22,0.18,-0.19,-0.06,-0.27,-0.11,0.26,-0.07,0.02,-0.01,-0.07,-0.26,1.18,0.01,-0.11,-0.18,0.11,0.03,-0.17,-0.17,0.11,-0.26,-0.2,4/5/5/1@40/10/0/0 %  ytybl026w
-0.71,-0.07,0.04,0.21,0.1,-0.79,-0.69,-0.29,-0.31,-0.03,0.11,0.48,0.08,0.07,-0.23,0.07,-0.03,0.28,0.21,0.21,0.44,0.33,?,0.85,0.51,-0.09,0.1,0.13,0.54,0.05,-0.51,0.17,?,0.19,-0.55,-0.29,-0.26,0.29,-0.24,0.1,-0.91,0.59,-0.89,0.02,-0.15,0.36,-0.35,-0.25,0.12,-0.25,0.33,-0.47,0.19,0.1,-0.24,0.56,-0.26,0.12,-0.22,0.21,?,-0.05,0.45,-0.73,0.02,0.04,0.59,0.72,0.74,0.19,0.02,-0.2,-0.14,0.18,-0.38,-0.6,-0.45,14/4/3/3 %  ytybl028c
0.41,-0.56,-0.58,-0.29,0.15,0.03,-0.41,-0.05,0.06,-0.14,-0.02,0.19,-0.01,0,0.12,0.03,-0.19,-0.19,0.41,-0.02,0.07,-0.01,?,0.15,0.27,-0.01,0.56,-0.4,0.25,-0.42,0.06,-0.15,0.69,-0.25,0.4,-0.08,0.36,-0.67,0.37,-0.67,0.6,0.29,0.75,-0.69,-0.64,-0.78,-0.48,0.04,0.71,0.13,0.37,0.52,0.2,0.09,-0.34,-0.26,-0.03,0,0.29,?,-0.36,-0.28,-0.6,1.57,-0.52,0.04,0.05,0.15,0.22,0.12,-0.28,0.16,0.01,-0.2,-0.28,-0.47,-0.56,40/4/0/0 %  ytybl034c
0.45,-0.32,-0.81,-0.12,-0.39,-0.58,1.08,1.21,0.52,-0.33,-0.58,-0.08,-1.02,0.51,0.11,0.34,0.39,0.1,-0.47,-0.05,-0.53,-0.24,?,1.7,1.5,-1.44,-0.62,-2.06,?,-1.62,-0.2,?,1.22,1.48,0.87,1.44,0.09,-1.62,-0.13,-2.35,0.03,-0.13,0.65,0.45,0.5,0.23,-0.52,0.75,1.63,0.29,-0.06,-0.36,-0.5,-0.9,-0.65,0.86,1.06,0.59,0.16,?,-0.54,-0.88,-0.94,-0.59,-0.72,-0.3,0.25,0.79,0.7,0.59,0.36,0.12,0.31,-0.2,-0.47,-0.59,-0.24,3/1/3/0@40/10/0/0 %  ytybl035c
-0.45,0.32,-0.07,-1.69,0.07,-0.02,-0.01,-0.13,0.09,-0.32,0.07,-0.04,-0.13,-0.32,-0.01,0.06,0.1,0.01,0.21,0.28,-0.02,0.09,?,?,?,-0.31,0.53,-0.5,0.19,-0.56,0.33,-0.37,0.4,-0.03,0.64,-0.18,-0.08,?,-0.15,-0.31,0.2,0.05,0.42,-0.26,?,?,0.21,-0.58,0.13,0.19,0.05,-0.45,0.3,-0.16,-0.13,0.2,0.12,0.11,?,0.01,0.5,-0.32,-0.16,-0.06,-0.17,-0.22,0.19,0.15,-0.27,-0.13,-0.02,0.17,0.04,-0.2,0.24,0.24,0.04,40/7/0/0@40/8/0/0@6/4/0/0@8/7/0/0 %  ytybl040c
0.72,-0.94,0.75,?,0.1,0.38,0.28,?,-0.39,?,0.12,0.1,-0.15,0.27,-0.14,0.01,-0.06,-0.32,?,0.35,-0.59,0.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.02,-1.06,-1.55,-0.81,-0.14,-0.58,-0.03,0.24,0.14,0.47,0.35,0.4,0.75,0.69,1.15,?,?,-1.41,0.26,-6.22,0.93,0.51,0.51,0.32,0.88,0.92,0.92,0.19,0.97,0.53,0.71,30/1/0/0 %  ytybl043w
-0.58,-0.18,0.2,0.01,0.06,-0.07,0.07,-0.27,-0.17,-0.48,-0.04,0.03,-0.01,0.06,0.27,0.25,-0.01,-0.19,0.18,0.28,-0.15,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.26,-0.89,-0.3,-0.6,0.28,-0.49,0.04,0.07,-0.04,0.58,0.38,0.4,?,-0.07,-0.08,-0.03,0.49,0.61,0.1,-0.01,0.13,-0.53,-0.48,-0.51,-0.04,0.1,0.04,-0.37,0.53,0.34,0.09,30/25/0/0@40/3/0/0@40/9/0/0@8/16/0/0@8/19/0/0@8/7/0/0 %  ytybl050w
-0.56,0.08,-0.22,0.08,-0.16,-0.2,0.23,-0.09,-0.14,-0.28,0.15,-0.01,0.2,0.05,0.25,0.05,-0.05,-0.3,0,-0.05,0.38,-0.03,?,-0.21,-0.23,-0.15,-0.5,0.02,-0.28,0.08,-0.5,0,-0.41,0.17,-0.5,0.04,-0.23,0.13,-0.7,0.19,-0.01,0.89,0.17,0.88,0.46,0.66,-0.14,-0.29,-0.52,-0.6,-0.06,-0.45,-0.01,-0.11,-0.1,0.84,0.4,0.29,-0.05,?,0.16,0.15,0.48,0.21,-0.19,-0.18,-0.53,-0.3,0,-0.45,0.28,0.21,-0.05,-0.05,0.38,0.36,0.3,14/4/3/1@2/19/0/0@3/3/1/0@3/3/2/0@5/7/0/0 %  ytybl058w
-0.09,0.14,-0.69,-0.2,0.15,-0.07,-0.09,0,0.02,-0.46,-0.11,-0.14,-0.02,0.03,-0.03,0.41,0.13,0.11,0.1,0.03,-0.12,0.05,0.75,0.91,0.93,-0.44,-0.4,-0.4,0.07,-0.19,0.22,0.25,0.43,0.41,0.07,-0.69,-0.19,-0.24,-0.91,-0.98,-0.11,0.09,0.04,0.38,0,-0.02,-0.82,-0.18,0.45,-0.49,-0.4,0.05,0.19,-0.06,-0.08,0.62,0.34,0.25,0.06,?,-0.11,-0.24,0.41,-0.02,-0.27,-0.11,0.16,0.38,0.19,0.1,-0.33,0.11,0.27,-0.29,-0.02,-0.12,-0.04,1/5/4/0@30/1/0/0 %  ytybl061c
0.54,0.32,-0.74,-0.06,-0.43,0.15,0.3,0.05,0.07,-0.02,0.33,0.26,-0.41,?,-0.4,0.03,0.05,0.2,-0.16,0.37,-0.31,-0.08,-0.09,0.07,0.49,0.48,0.64,0.23,0.12,-0.36,-0.28,-0.09,-0.42,0.23,-0.4,0.42,-0.13,0.35,0.06,-0.04,-0.14,-0.54,-0.2,-0.3,-0.06,-0.06,-0.86,-1.26,0.17,0.56,1.23,0.66,0.31,-0.34,-0.28,-1.46,-0.14,0.56,0.76,0.43,?,-0.01,-0.33,-0.31,-0.56,0.1,-0.06,-0.03,-0.14,0.32,0.24,0.66,0.65,-0.06,0.3,-1.27,0.14,3/3/1/0@40/10/0/0@40/4/0/0@8/22/0/0 %  ytybl063w
-1.09,-0.15,0.04,-0.22,0.09,-0.1,-0.02,-0.02,-0.24,-0.29,0.1,0.05,-0.07,-0.25,0.37,-0.17,-0.08,-0.29,0.26,0.47,-0.14,0.33,?,?,?,-0.23,0.41,-0.1,0.39,-0.06,0.39,-0.23,-0.02,-0.19,0.24,-0.34,0.19,?,0.13,-0.16,0.12,0.16,-0.29,-0.42,?,?,-0.18,-0.08,0.35,0,0.08,-0.32,0.21,0.07,-0.15,0.69,-0.01,0.06,-0.12,?,0.01,-0.76,0.16,0.16,0.06,0.15,0.29,0.45,0.26,0.18,0.04,-0.13,0.01,-0.49,-0.3,-0.46,-0.23,1/3/1/0@1/3/4/0 %  ytybl068w
